"","CL3","CC1","SV1","M31Fcsw","M11Fcsw","M31Plmr","M11Plmr","F21Plmr","M31Tong","M11Tong","LMEpi24M","SLEpi20M","AQC1cm","AQC4cm","AQC7cm","NP2","NP3","NP5","TRRsed1","TRRsed2","TRRsed3","TS28","TS29","Even1","Even2","Even3"
"266959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"100123",7,2,2,0,2099,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"306087",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235858",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368928",1,2,0,3,4525,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,2,0,0
"31745",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289836",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148459",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79502",1,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,5,15,32,0,0,0,0,0
"255593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"563388",0,0,0,0,0,0,0,0,0,0,0,0,11,57,84,0,0,0,0,0,0,0,0,0,0,0
"313926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"237639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"111528",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,19,266,39,0,0,0,0,0,0,0,0
"308950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"535916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"113934",0,0,0,0,0,0,0,1,0,0,0,0,6,27,33,0,0,0,0,0,0,0,0,0,0,0
"562517",0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0
"63781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"100535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"2936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"24341",6,62,3,0,0,2,0,0,0,0,1,0,1,4,4,0,0,0,1,25,29,0,0,0,0,0
"579085",8,63,2,0,0,2,0,0,0,0,1,4,4,5,9,0,0,0,0,3,1,0,0,0,0,0
"547579",14,64,12,0,0,0,18,0,0,0,0,0,0,3,4,0,0,0,0,2,2,0,0,0,0,0
"136933",0,10,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"2920",2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"580742",1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"544430",3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"584073",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
"217851",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,36,9,1,29,17,0,0,0,0,0
"89521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,0
"249365",10,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"25769",46,115,0,0,0,0,4,0,0,0,0,2,2,1,3,0,0,0,0,3,0,0,0,0,0,0
"152689",7,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0
"239522",36,11,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"253897",12,9,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"535088",21,38,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,7,2,0,0,0,0,0
"171324",28,107,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0
"552935",70,186,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,1,0
"211556",3,17,0,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0,0,0,2,0,0,0,0,0
"204198",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264161",0,2,0,0,0,0,0,0,0,0,0,0,0,8,9,0,2,0,4,48,45,0,0,1,0,0
"553831",2,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,2,31,76,0,0,0,0,0
"552101",0,1,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,1,0,0,0,0,0
"542208",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65679",16,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,7,0,0,1,0,0
"592150",2,1,0,0,0,0,0,0,0,0,0,0,2,18,12,0,0,0,0,7,6,0,0,0,0,0
"226121",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
"233789",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"279473",7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137070",65,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"587519",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"102531",0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
"153831",0,0,0,0,0,0,0,0,0,0,1,6,24,213,208,1,0,0,0,0,1,0,0,0,0,0
"593533",106,28,2,0,0,0,0,0,0,0,0,1,2,10,12,1,0,0,3,21,24,0,0,1,0,0
"509494",0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,8,1,0,0,0,0,0
"509258",9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0
"131589",6,2,0,0,0,0,0,0,0,0,1,11,73,161,171,6,0,1,0,6,0,0,0,0,0,0
"585368",2,4,0,0,0,0,0,0,0,0,0,13,11,61,40,0,0,0,1,13,4,0,0,1,0,0
"176040",1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517884",7,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"204818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"534717",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"274405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,1,0,0,0,0,0
"236704",0,0,0,0,0,0,0,0,1,0,0,0,6,6,14,0,0,0,0,0,0,0,0,0,0,0
"271229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"258656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,1,0,0
"1665",0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
"258248",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,36,0,0,0,0,0
"329424",242,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"346712",19,49,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"242995",6,5,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"309328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"537833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"274779",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0
"324136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0
"269582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,15,9,0,0,0,0,0
"189073",9,17,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
"73086",20,6,0,0,0,0,0,1,0,0,0,2,35,97,139,2,0,0,0,1,0,0,0,0,0,0
"509051",35,47,0,0,0,0,0,0,1,0,1,1,115,376,389,1,0,0,1,0,0,0,1,0,0,0
"527968",103,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"565666",16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256416",41,216,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
"201565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"563138",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"557224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
"274014",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"545349",9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217349",110,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"545813",2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351437",125,118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"588740",54,85,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"315617",18,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"513469",0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,1,36,15,3,0,0,0,0,0
"568582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,3,0,0,0,0,0
"85294",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"137533",38,34,3,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"102613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
"237785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"579975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"332383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"137332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"242702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0
"2788",1,0,0,0,0,0,0,0,2,0,0,0,4,1,0,70,487,154,0,0,0,0,0,0,0,0
"548511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0
"518864",70,85,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0
"333159",35,19,0,0,0,0,0,0,0,0,1,0,32,43,47,0,0,0,0,0,0,0,0,0,0,0
"244050",173,1361,0,1,0,1,0,0,1,1,0,1,203,210,181,0,0,0,0,0,0,0,0,2,7,1
"318107",166,188,2,0,0,1,0,0,0,0,0,0,46,41,46,0,0,0,0,0,0,0,0,0,0,0
"536150",100,226,1,0,0,1,0,0,0,1,1,2,65,63,52,0,0,0,0,0,0,0,0,1,1,0
"242961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"564055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"266276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,2,0,0,0,0,0
"266754",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,34,601,178,1,1,2,1,0
"201142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0
"290327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,12,0,0,0,1,0
"577122",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,5,4,77,254,22,0,0,0,1,1
"560658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0
"305954",0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,1,19,0,0,0,0,0
"227921",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"540414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0
"40888",61,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"416173",113,38,32,0,0,0,0,0,0,0,2,0,11,16,7,0,0,0,0,0,0,0,0,1,0,0
"305142",0,6,0,0,0,0,0,0,0,0,2,0,6,2,0,0,1,1,8,37,4,0,0,0,0,0
"60573",34,9,0,0,0,0,0,0,0,0,13,2,44,3,0,0,0,0,0,0,0,0,0,0,0,0
"332417",48,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"533628",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"332638",17,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"139290",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0
"511983",7,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"573216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0
"525666",3,60,116,0,0,0,0,0,0,0,1,1,114,86,53,0,0,1,0,0,1,0,0,0,0,0
"200064",1,0,0,0,0,1,0,0,1,2,6,3,1335,860,659,2,7,1,0,0,0,0,7,10,1,2
"314228",48,157,0,0,1,0,0,0,0,0,0,10,476,241,197,0,0,1,0,0,1,0,6,7,0,0
"559075",0,0,0,0,0,0,0,0,0,0,0,0,15,36,29,0,0,0,0,0,0,0,1,0,0,0
"542907",0,0,0,0,0,0,0,0,0,0,0,1,20,35,26,1,0,0,0,0,0,0,1,0,0,0
"72455",0,0,0,0,0,0,0,0,0,0,0,2,63,168,100,0,1,0,0,0,0,0,0,0,0,0
"511406",7,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"514874",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"537288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"249219",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,27,0,0,1,0,0
"267389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0
"512846",0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,4,24,1,0,0,0,0
"555142",0,0,0,0,0,0,0,0,0,0,0,0,20,48,38,0,0,0,0,2,4,0,0,1,0,0
"510851",0,8,0,0,0,0,0,0,0,0,0,2,56,193,165,1,0,1,0,1,8,0,0,1,1,0
"154335",0,0,0,0,0,0,0,0,0,0,0,0,3,10,16,0,0,0,0,0,0,0,0,0,0,0
"226857",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,5,9,0,0,1,0,0
"159441",0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,32,47,70,0,0,1,0,0
"112006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2,48,0,0,0,0,0
"536385",1,6,0,0,0,0,0,0,0,0,0,0,16,29,25,0,2,1,13,18,33,1,0,0,0,0
"100723",0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,1,0,0,0,0,0,0,0
"155022",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"560786",1,10,0,0,0,0,0,0,0,0,2,1,208,365,357,1,9,1,29,14,31,0,1,1,0,0
"66932",1,24,5,0,0,0,0,0,2,0,0,3,107,186,147,0,7,1,29,24,86,0,0,0,0,0
"154653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"270829",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,27,1,0,0,0,0,0
"558390",0,2,0,0,0,0,0,0,0,0,0,0,5,8,8,0,0,0,0,7,5,0,0,0,0,0
"582509",2,63,0,0,0,0,0,0,0,0,1,0,38,32,27,0,0,0,0,37,26,0,1,0,0,0
"583233",2,25,10,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0
"577182",2,8,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0
"242039",2,1,3,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,2,0,0,0,0,0,0
"549290",0,40,0,0,0,0,0,0,0,0,0,0,9,17,40,2,0,0,1,13,24,0,0,0,1,0
"244548",2,22,10,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
"224266",1,39,4,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"86701",1,21,4,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0
"346710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"590779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,21,0,0,0,0,0
"270592",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,49,342,135,1,0,2,0,0
"524765",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0
"558165",0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"321503",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,5,0,0,0,0,0
"337713",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
"143613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0
"338653",1,0,0,0,0,0,5,0,0,0,0,0,2,0,4,0,0,1,8,41,17,0,0,0,0,0
"274382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0
"555016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"579255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,11,0,0,2,0,0
"594133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"579998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,83,14,0,0,1,0,0
"364773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,0,0,0,0,0
"518971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,10,0,0,0,0,0
"544225",9,69,464,0,0,0,17,0,0,0,0,0,50,18,18,0,0,0,0,1,1,0,0,0,0,2
"543923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0
"562401",0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"582419",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,28,302,152,0,0,2,1,0
"153472",0,5,0,0,0,0,0,0,0,0,0,0,17,11,14,0,0,1,3,14,1,0,0,0,0,0
"323064",0,15,1,0,0,0,0,0,0,1,0,2,135,81,81,0,0,0,0,0,2,0,0,1,0,0
"50882",8,227,7,0,0,0,0,0,0,1,2,295,71,76,64,0,1,0,0,0,0,0,0,0,1,0
"579256",23,128,1,0,0,0,0,0,0,0,0,0,83,97,83,2,0,0,0,1,0,0,1,0,0,0
"544469",3,35,0,0,0,0,31,0,0,0,1,0,20,34,16,0,3,0,1,1,5,0,0,0,0,0
"225493",3,25,461,0,0,0,1,0,0,0,0,0,20,5,8,0,0,1,10,20,22,0,0,1,0,4
"509843",27,8,347,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,5,4,3,0,0,0,0,1
"537953",32,243,6,0,0,0,0,0,0,0,0,1,16,18,5,0,1,0,0,0,2,0,0,0,2,0
"113272",370,139,298,1,0,0,0,0,0,0,0,2,51,36,29,0,0,0,0,1,0,0,0,4,2,1
"213225",143,154,7,0,0,0,0,0,0,0,0,47,51,44,54,0,1,1,5,8,11,0,0,3,1,0
"200097",4,17,18,0,0,0,0,0,0,0,0,7,3,2,2,0,0,1,0,0,0,0,0,0,0,1
"589011",13,55,10,0,0,0,0,0,1,1,5,113,19,34,23,1,0,0,5,29,55,0,0,0,0,0
"170286",0,7,0,0,0,0,0,0,1,0,1,0,85,180,141,1,0,0,2,5,44,0,1,0,0,0
"272697",0,2,41,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,1,2,0,0,0,0,0,0
"353483",1,2,0,0,0,0,0,0,0,0,0,0,5,19,12,0,11,0,8,15,39,0,0,0,0,0
"150611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"259028",0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,29,11,46,0,0,2,0,0
"558104",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,37,32,0,0,0,0,0
"200911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0
"272922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"337594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"288336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0
"593766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,63,1,0,0,0,0,0
"348802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,5,0,0,0,0,0
"271620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"552149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0
"520693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
"20894",0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,4,0,0,1,0,0,0,0,0,0
"83238",0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"342256",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"533036",0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
"563596",0,0,0,0,0,0,0,0,0,0,0,1,59,96,57,0,0,0,0,0,0,0,0,1,1,0
"578134",0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,0,0,0,0,0,0,0,0,0,0,0
"200049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,8,0,0,0,0,0
"190111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
"355875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
"165216",0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,103,144,45,0,1,0,0,0
"237911",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"179213",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0
"352532",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,31,6,0,0,0,0,0,0
"535958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,1,0,0,0,0,0
"548121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"342344",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
"2793",0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"440418",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,38,13,32,15,1,0,0,0,0,0
"591115",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,15,7,0,3,0,0,0,0,0,0
"399640",0,0,0,0,1,0,1,0,20,4,4,0,3,9,4,179,227,1033,99,26,22,0,1,0,0,0
"2767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"297164",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,1,19,30,5,0,0,0,0,0
"229328",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,1,12,8,4,11,0,0,0,0,0
"2777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2783",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2785",0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0
"387035",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"172922",0,0,0,0,0,0,0,0,0,0,0,0,33,2,1,0,0,0,0,0,0,0,0,0,0,0
"247225",2,9,1,0,0,1,0,0,0,0,0,1,257,76,102,0,1,0,0,0,0,0,1,1,0,0
"82921",0,0,0,0,0,0,0,0,0,0,4,0,34,15,7,0,0,0,0,0,0,0,1,1,0,0
"107148",1,1,0,0,0,0,1,0,2,2,0,5,1415,309,289,3,3,0,0,0,0,1,3,10,1,2
"589642",0,0,0,0,0,0,0,0,2,1,4,1296,122,22,39,0,2,0,0,0,1,0,1,2,0,0
