"","AM.AD.1","AM.AD.2","AM.F10.T1","AM.F10.T2","DA.AD.1","DA.AD.1T","DA.AD.2","DA.AD.3","DA.AD.3T","DA.AD.4","ES.AD.1","ES.AD.2","ES.AD.3","ES.AD.4","FR.AD.1","FR.AD.2","FR.AD.3","FR.AD.4","FR.AD.5","FR.AD.6","FR.AD.7","FR.AD.8","IT.AD.1","IT.AD.2","IT.AD.3","IT.AD.4","IT.AD.5","IT.AD.6","JP.AD.1","JP.AD.2","JP.AD.3","JP.AD.4","JP.AD.5","JP.AD.6","JP.AD.7","JP.AD.8","JP.AD.9","JP.IN.1","JP.IN.2","JP.IN.3","JP.IN.4","MH0001","MH0002","MH0003","MH0004","MH0005","MH0006","MH0007","MH0008","MH0009","MH0010","MH0011","MH0012","MH0013","MH0014","MH0015","MH0016","MH0017","MH0018","MH0019","MH0020","MH0021","MH0022","MH0023","MH0024","MH0025","MH0026","MH0027","MH0028","MH0030","MH0031","MH0032","MH0033","MH0034","MH0035","MH0036","MH0037","MH0038","MH0039","MH0040","MH0041","MH0042","MH0043","MH0044","MH0045","MH0046","MH0047","MH0048","MH0049","MH0050","MH0051","MH0052","MH0053","MH0054","MH0055","MH0056","MH0057","MH0058","MH0059","MH0060","MH0061","MH0062","MH0063","MH0064","MH0065","MH0066","MH0067","MH0068","MH0069","MH0070","MH0071","MH0072","MH0073","MH0074","MH0075","MH0076","MH0077","MH0078","MH0079","MH0080","MH0081","MH0082","MH0083","MH0084","MH0085","MH0086","TS1_V2","TS10_V2","TS100_V2","TS101.2_V2","TS103_V2","TS104_V2","TS105_V2","TS106_V2","TS107_V2","TS109_V2","TS11_V2","TS110_V2","TS111_V2","TS115_V2","TS116_V2","TS117_V2","TS118_V2","TS119_V2","TS12_V2","TS120_V2","TS124_V2","TS125_V2","TS126_V2","TS127_V2","TS128_V2","TS129_V2","TS13_V2","TS130_V2","TS131_V2","TS132_V2","TS133_V2","TS134_V2","TS135_V2","TS136_V2","TS137_V2","TS138_V2","TS139_V2","TS14_V2","TS140_V2","TS141_V2","TS142_V2","TS143_V2","TS144_V2","TS145_V2","TS146_V2","TS147_V2","TS148_V2","TS149_V2","TS15_V2","TS150_V2","TS151_V2","TS152_V2","TS153_V2","TS154.2_V2","TS155_V2","TS156_V2","TS16_V2","TS160_V2","TS161_V2","TS162_V2","TS163_V2","TS164_V2","TS165_V2","TS166_V2","TS167_V2","TS168_V2","TS169_V2","TS17_V2","TS170_V2","TS178_V2","TS179_V2","TS180_V2","TS181_V2","TS182_V2","TS183_V2","TS184_V2","TS185_V2","TS186_V2","TS19_V2","TS190_V2","TS191_V2","TS192_V2","TS193_V2","TS194_V2","TS195_V2","TS2_V2","TS20_V2","TS21_V2","TS22_V2","TS23_V2","TS25_V2","TS26_V2","TS27_V2","TS28_V2","TS29_V2","TS3_V2","TS30_V2","TS31_V2","TS32_V2","TS33_V2","TS34_V2","TS35_V2","TS37_V2","TS38_V2","TS39_V2","TS4_V2","TS43_V2","TS44_V2","TS49_V2","TS5_V2","TS50_V2","TS51_V2","TS55_V2","TS56_V2","TS57_V2","TS6_V2","TS61_V2","TS62_V2","TS63_V2","TS64_V2","TS65_V2","TS66_V2","TS67_V2","TS68_V2","TS69_V2","TS7_V2","TS70_V2","TS71_V2","TS72_V2","TS73_V2","TS74_V2","TS75_V2","TS76_V2","TS77_V2","TS78_V2","TS8_V2","TS82_V2","TS83_V2","TS84_V2","TS85_V2","TS86_V2","TS87_V2","TS88_V2","TS89_V2","TS9_V2","TS90_V2","TS91_V2","TS92_V2","TS94_V2","TS95_V2","TS96_V2","TS97_V2","TS98_V2","TS99.2_V2"
"Acidobacteria_Gp1_Gp1",0,0,0,0,0,0,0,0,1.61e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.561e-05,1.483e-05,1.989e-05,5.59e-05,4.185e-05,3.339e-05,5.376e-05,2.451e-05,2.415e-05,1.859e-05,2.531e-05,3.536e-05,6.875e-05,2.047e-05,5.824e-05,1.001e-05,5.636e-05,1.945e-05,4.392e-05,1.182e-05,1.867e-05,9.133e-05,4.695e-05,2.107e-05,1.896e-05,2.059e-05,4.834e-05,1.505e-05,2.655e-05,2.373e-05,1.296e-05,2.203e-05,6.58e-06,2.1e-05,3.439e-05,3.912e-05,3.522e-05,3.096e-05,2.485e-05,1.44e-05,3.106e-05,2.625e-05,1.239e-05,1.115e-05,2.405e-05,3.334e-05,4.116e-05,9.15e-06,3.479e-05,3.138e-05,1.277e-05,3.246e-05,5.232e-05,2.421e-05,3.122e-05,1.666e-05,2.6e-05,2.286e-05,4.009e-05,1.477e-05,2.944e-05,1.755e-05,1.06e-05,2.411e-05,4.422e-05,4.5e-06,1.486e-05,1.581e-05,1.016e-05,3.01e-05,6.73e-06,7.73e-06,3.095e-05,2.186e-05,1.549e-05,1.894e-05,4.24e-06,2.279e-05,1.548e-05,1.953e-05,1.467e-05,3.245e-05,8.72e-06,1.114e-05,1.905e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus",0,0,3.92e-06,0,5.52e-06,4.99e-06,0,5.59e-06,1.85e-06,3.97e-06,0,0,0,2.07e-06,1.469e-05,1.593e-05,8.8e-06,4.508e-05,0,0,7.72e-06,0,0,0,0,0,0,1.068e-05,0,0,0,0,1.192e-05,0,0,0,0,0,0,0,0,7.097e-05,3.111e-05,4.139e-05,0.00011973,8.918e-05,6.931e-05,0.00016341,8.989e-05,5.238e-05,6.719e-05,5.49e-05,7.655e-05,0.00014203,5.827e-05,0.00014506,3.409e-05,0.00013467,4.459e-05,0.00012085,2.845e-05,3.613e-05,0.00018566,0.00011536,4.854e-05,3.874e-05,5.302e-05,0.00013566,3.618e-05,6.567e-05,5.144e-05,3.002e-05,4.939e-05,1.96e-05,5.993e-05,8.423e-05,8.609e-05,0.00010049,7.206e-05,5.276e-05,3.227e-05,6.675e-05,6.062e-05,3.756e-05,3.96e-05,5.349e-05,3.293e-05,8.938e-05,1.747e-05,7.216e-05,5.217e-05,2.593e-05,7.628e-05,8.723e-05,5.445e-05,6.94e-05,3.184e-05,6.591e-05,4.766e-05,8.326e-05,2.472e-05,5.389e-05,4.08e-05,2.97e-05,6.424e-05,7.004e-05,2.325e-05,3.654e-05,4.235e-05,3.51e-05,6.213e-05,2.778e-05,2.378e-05,4.615e-05,5.628e-05,4.495e-05,4.408e-05,1.381e-05,5.599e-05,3.923e-05,5.464e-05,4.066e-05,7.162e-05,1.952e-05,3.304e-05,5.693e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bartonella",0,0,0,0,3.268e-05,5.37e-06,0,0,0,3.945e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.553e-05,1.208e-05,7.84e-06,4.02e-05,3.3e-05,2.321e-05,4.592e-05,3.57e-05,1.075e-05,2.802e-05,1.741e-05,8.41e-06,7.655e-05,1.047e-05,3.413e-05,1.955e-05,4.612e-05,2.088e-05,6.198e-05,1.315e-05,3.96e-05,7.227e-05,4.102e-05,1.102e-05,2.423e-05,2.132e-05,3.681e-05,2.313e-05,6.216e-05,2.13e-05,1.713e-05,1.881e-05,1.414e-05,4.091e-05,2.416e-05,1.19e-05,4.182e-05,2.173e-05,2.027e-05,8.48e-06,3.017e-05,2.315e-05,1.219e-05,1.204e-05,1.479e-05,1.279e-05,2.138e-05,4.43e-06,1.634e-05,1.195e-05,6.46e-06,1.426e-05,1.624e-05,1.577e-05,2.044e-05,1.202e-05,2.106e-05,1.557e-05,1.045e-05,1.956e-05,8.72e-06,1.126e-05,8.42e-06,3.026e-05,1.373e-05,9.81e-06,3.444e-05,1.553e-05,3.023e-05,1.305e-05,1.534e-05,1.106e-05,2.325e-05,1.7e-05,1.222e-05,1.751e-05,3.57e-06,2.429e-05,1.467e-05,2.315e-05,2.127e-05,1.374e-05,1.029e-05,7.39e-06,1.741e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beijerinckia",0,0,0,0,0,0,0,0,0,6.84e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06e-06,3.49e-06,3.68e-06,1.304e-05,1.27e-05,7.78e-06,1.278e-05,5.75e-06,5.5e-06,3.65e-06,6.55e-06,7.89e-06,1.464e-05,4.83e-06,1.308e-05,4.11e-06,1.209e-05,6.03e-06,1.913e-05,2.53e-06,7.26e-06,2.203e-05,1.11e-05,4.25e-06,6.38e-06,4.38e-06,9.59e-06,3.52e-06,1.246e-05,6.13e-06,4.34e-06,6.25e-06,2.37e-06,8.05e-06,9.2e-06,1.061e-05,1e-05,7.95e-06,5.67e-06,2.77e-06,7.87e-06,8.05e-06,3.52e-06,3.41e-06,7.73e-06,6.65e-06,8.97e-06,3.06e-06,7.2e-06,7.17e-06,3.41e-06,8.41e-06,9.59e-06,6.3e-06,7.4e-06,5.87e-06,6.53e-06,6.85e-06,7.77e-06,3.98e-06,4.89e-06,5.24e-06,3.02e-06,8.12e-06,7.92e-06,1.5e-06,9.34e-06,3.63e-06,5.6e-06,6.41e-06,1.55e-06,2.55e-06,1.151e-05,7.82e-06,4.33e-06,5.57e-06,1.05e-06,7.63e-06,4.21e-06,5.49e-06,3.65e-06,7.38e-06,2.48e-06,3.94e-06,4.86e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bradyrhizobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.037e-05,0,3.624e-05,0,2.089e-05,0,2.373e-05,0,0,0,0,0,0,2.271e-05,1.695e-05,2.453e-05,5.717e-05,4.109e-05,3.854e-05,6.243e-05,3.362e-05,2.665e-05,2.129e-05,2.964e-05,3.738e-05,6.95e-05,2.18e-05,5.779e-05,1.284e-05,5.483e-05,2.089e-05,6.472e-05,1.309e-05,2.298e-05,8.998e-05,5.267e-05,2.178e-05,2.243e-05,2.184e-05,5.106e-05,1.632e-05,3.167e-05,2.717e-05,1.45e-05,2.578e-05,6.96e-06,2.201e-05,3.955e-05,5.061e-05,3.626e-05,4.364e-05,2.897e-05,1.744e-05,3.689e-05,3.155e-05,1.523e-05,1.25e-05,3.113e-05,2.345e-05,4.266e-05,1.43e-05,3.957e-05,4.749e-05,1.458e-05,3.697e-05,5.991e-05,2.722e-05,4.155e-05,1.607e-05,3.234e-05,2.637e-05,4.524e-05,1.623e-05,3.186e-05,1.814e-05,1.358e-05,2.771e-05,5.901e-05,7.35e-06,1.974e-05,1.695e-05,1.275e-05,3.376e-05,8.21e-06,9.2e-06,3.812e-05,2.778e-05,2.1e-05,2.006e-05,5.06e-06,2.894e-05,1.794e-05,2.186e-05,1.425e-05,4.262e-05,8.66e-06,1.363e-05,2.44e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brucella",0,0,0,0,0,0,0,0,0,3.322e-05,0,0,8.98e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06e-05,1.414e-05,1.535e-05,3.605e-05,3.529e-05,2.443e-05,4.022e-05,2.649e-05,1.626e-05,1.588e-05,1.937e-05,2.192e-05,4.265e-05,1.45e-05,4.005e-05,1.477e-05,4.635e-05,1.771e-05,6.043e-05,9.2e-06,2.108e-05,6.506e-05,3.248e-05,1.438e-05,1.744e-05,1.446e-05,3.653e-05,1.305e-05,3.198e-05,1.539e-05,1.195e-05,1.822e-05,5.85e-06,2.194e-05,2.5e-05,2.479e-05,3.562e-05,2.506e-05,1.932e-05,1.038e-05,2.297e-05,2.239e-05,1.25e-05,9.34e-06,1.927e-05,2.266e-05,2.634e-05,7.46e-06,2.614e-05,1.838e-05,1.153e-05,2.377e-05,3.139e-05,1.836e-05,2.329e-05,1.729e-05,2.187e-05,1.997e-05,2.429e-05,1.469e-05,2.065e-05,1.706e-05,8.57e-06,2.137e-05,2.695e-05,6.74e-06,2.782e-05,1.076e-05,1.782e-05,1.776e-05,6.31e-06,8.83e-06,3.155e-05,1.993e-05,1.583e-05,1.485e-05,7.06e-06,2.163e-05,1.166e-05,1.818e-05,1.299e-05,2.838e-05,6.5e-06,8.57e-06,1.768e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methylobacterium",0,0,0,0,0,0,4.91e-06,0,1.64e-06,0,0,0,0,0,0,9.34e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.357e-05,0,0,0,0,0,0,0,0,0,0,6.058e-05,5.288e-05,6.663e-05,0.00015942,0.00010231,9.494e-05,0.00014953,0.00010063,6.584e-05,5.353e-05,7.967e-05,9.518e-05,0.00017245,5.299e-05,0.00016347,3.51e-05,0.00013643,5.093e-05,0.0001611,3.775e-05,7.025e-05,0.00020642,0.00012438,5.544e-05,6.415e-05,5.304e-05,0.00012221,4.582e-05,7.582e-05,6.725e-05,4.316e-05,6.273e-05,1.582e-05,5.351e-05,9.668e-05,0.00012518,8.117e-05,0.00011342,6.892e-05,4.778e-05,8.072e-05,7.681e-05,3.62e-05,3.083e-05,7.894e-05,6.992e-05,0.00010427,3.507e-05,0.00010275,0.00013494,4.495e-05,8.785e-05,0.00015694,6.762e-05,0.00010514,4.233e-05,7.846e-05,7.551e-05,0.00011468,4.156e-05,9.896e-05,4.667e-05,3.712e-05,6.862e-05,0.00018219,1.838e-05,5.842e-05,3.888e-05,2.991e-05,8.097e-05,1.38e-05,2.187e-05,0.00011201,7.105e-05,5.289e-05,5.12e-05,1.786e-05,7.751e-05,4.948e-05,5.181e-05,3.419e-05,0.00011877,2.04e-05,3.461e-05,6.135e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00060059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesorhizobium",0,0,0,0,0,1.21e-06,0,0,0,0,0,0,0,4.2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62e-06,7.09e-06,9.37e-06,2.053e-05,1.41e-05,1.261e-05,2.248e-05,1.29e-05,8.87e-06,7.09e-06,1.004e-05,1.217e-05,2.467e-05,8.29e-06,2.016e-05,4.74e-06,2.042e-05,5.99e-06,2.358e-05,4.87e-06,9.38e-06,3.11e-05,1.943e-05,7.71e-06,8.05e-06,7.58e-06,1.779e-05,6.44e-06,1.125e-05,9.69e-06,5.53e-06,9.73e-06,2.34e-06,8.47e-06,1.4e-05,1.784e-05,1.413e-05,1.644e-05,1.137e-05,5.72e-06,1.282e-05,1.277e-05,4.79e-06,3.68e-06,1.044e-05,9e-06,1.638e-05,4.27e-06,1.448e-05,1.46e-05,6.11e-06,1.23e-05,1.901e-05,8.99e-06,1.447e-05,7.02e-06,1.169e-05,9.83e-06,1.409e-05,6.76e-06,1.184e-05,6.79e-06,4.54e-06,1.064e-05,2.015e-05,2.28e-06,1.124e-05,5.59e-06,5.61e-06,1.133e-05,3.38e-06,3.07e-06,1.648e-05,1.028e-05,7.52e-06,7.43e-06,1.7e-06,1.1e-05,5.9e-06,7.42e-06,5.56e-06,1.465e-05,2.82e-06,4.29e-06,8.67e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizobium",0,0,0,0,0,1.79e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.447e-05,4.842e-05,6.088e-05,0.00014059,0.00011314,9.655e-05,0.00013948,7.763e-05,6.681e-05,5.547e-05,7.546e-05,9.723e-05,0.00016768,6.317e-05,0.00014919,4.161e-05,0.00015534,5.238e-05,0.00018412,3.255e-05,7.591e-05,0.00023587,0.00013167,5.48e-05,6.305e-05,5.707e-05,0.00012988,4.962e-05,0.00010102,6.843e-05,4.137e-05,6.686e-05,2.064e-05,7.376e-05,0.00010044,0.00011647,0.00012156,0.00010229,7.812e-05,3.85e-05,9.485e-05,8.596e-05,4.018e-05,3.234e-05,8.07e-05,6.477e-05,0.0001158,2.82e-05,0.00010095,9.541e-05,4.705e-05,0.00010315,0.00013616,7.193e-05,0.00010159,5.017e-05,8.478e-05,7.329e-05,0.00010537,4.903e-05,8.412e-05,5.346e-05,3.424e-05,7.826e-05,0.0001262,2.019e-05,8.153e-05,4.145e-05,5.218e-05,8.327e-05,2.255e-05,2.336e-05,0.00011695,7.844e-05,4.905e-05,5.336e-05,1.293e-05,8.799e-05,4.348e-05,6.116e-05,4.499e-05,9.964e-05,2.465e-05,3.437e-05,6.145e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parvibaculum",0,0,0,0,0,5.4e-07,0,0,0,0,0,0,7.59e-06,7.55e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003e-05,9.53e-06,8.98e-06,2.205e-05,1.548e-05,1.636e-05,2.414e-05,1.26e-05,1.018e-05,8.57e-06,1.292e-05,1.501e-05,2.704e-05,8.63e-06,2.374e-05,5.99e-06,2.44e-05,9.05e-06,3.69e-05,6.3e-06,1.703e-05,3.715e-05,1.934e-05,7.38e-06,1.201e-05,7.77e-06,1.987e-05,8.4e-06,1.952e-05,1.114e-05,6.25e-06,9.9e-06,3.21e-06,1.039e-05,1.598e-05,1.837e-05,1.997e-05,1.859e-05,1.531e-05,6.32e-06,1.566e-05,1.513e-05,5.91e-06,5.19e-06,1.245e-05,1.307e-05,1.794e-05,4.4e-06,1.526e-05,1.64e-05,7.59e-06,2.018e-05,2.193e-05,1.16e-05,1.619e-05,7.04e-06,1.392e-05,1.224e-05,1.711e-05,1.103e-05,1.22e-05,1.093e-05,5.58e-06,1.181e-05,2.581e-05,2.66e-06,1.792e-05,5.94e-06,9.8e-06,1.183e-05,3.36e-06,3.31e-06,2.325e-05,1.176e-05,8.52e-06,7.79e-06,2.02e-06,1.633e-05,6.45e-06,1.16e-05,6.56e-06,1.667e-05,4.43e-06,5.73e-06,9.25e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paracoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08e-05,1.171e-05,1.169e-05,1.341e-05,3.313e-05,2.465e-05,2.001e-05,3.209e-05,1.699e-05,1.348e-05,1.166e-05,1.725e-05,2.101e-05,3.962e-05,1.149e-05,3.749e-05,7.38e-06,3.086e-05,9.44e-06,3.645e-05,6.57e-06,1.52e-05,4.699e-05,2.973e-05,1.162e-05,2.075e-05,1.102e-05,2.915e-05,9.36e-06,1.781e-05,1.307e-05,8.57e-06,1.314e-05,3.94e-06,1.313e-05,2.089e-05,2.608e-05,2.363e-05,2.211e-05,1.582e-05,9.04e-06,1.801e-05,1.809e-05,7.36e-06,5.44e-06,1.715e-05,1.734e-05,2.296e-05,6.62e-06,2.298e-05,2.41e-05,1.08e-05,1.821e-05,3.148e-05,1.5e-05,2.475e-05,7.99e-06,1.791e-05,1.561e-05,2.395e-05,9.15e-06,2.11e-05,9.79e-06,7.75e-06,1.586e-05,3.503e-05,3.69e-06,1.507e-05,8.31e-06,7.63e-06,1.735e-05,3.28e-06,5.07e-06,2.62e-05,1.661e-05,1.097e-05,1.092e-05,2.94e-06,1.838e-05,8.41e-06,1.299e-05,8.57e-06,2.201e-05,4.04e-06,5.4e-06,1.402e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gluconacetobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.203e-05,0,0,0,0,0,0,0,0,1.514e-05,1.487e-05,1.905e-05,4.037e-05,2.4e-05,2.314e-05,3.607e-05,2.052e-05,1.944e-05,1.222e-05,2.364e-05,2.415e-05,4.896e-05,1.537e-05,4.077e-05,9.08e-06,3.684e-05,1.02e-05,4.52e-05,1.488e-05,1.97e-05,4.976e-05,3.301e-05,1.286e-05,1.858e-05,1.891e-05,3.746e-05,1.181e-05,2.67e-05,1.59e-05,1.547e-05,1.786e-05,4.46e-06,1.744e-05,2.621e-05,4.437e-05,3.07e-05,2.756e-05,1.844e-05,9.89e-06,2.054e-05,2.64e-05,8.6e-06,6.64e-06,2.032e-05,1.983e-05,4.29e-05,7.52e-06,2.556e-05,2.896e-05,1.194e-05,2.195e-05,3.711e-05,1.678e-05,2.885e-05,1.012e-05,2.926e-05,1.892e-05,3.081e-05,1.278e-05,2.99e-05,1.612e-05,9.73e-06,2.311e-05,3.797e-05,6.21e-06,2.244e-05,1.186e-05,1.26e-05,2.234e-05,6.47e-06,8.98e-06,3.395e-05,1.99e-05,1.447e-05,1.483e-05,5.47e-06,2.343e-05,1.214e-05,1.516e-05,1.117e-05,2.968e-05,1.532e-05,1.016e-05,2.088e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
